Prekë;Pavadinimas;Barkodas;Grupë;Vartotojas;Sandëlis;Kiekis;Pard. kaina<br>(be PVM);Pard. suma;PVM proc.;PVM suma;Suma;Grupës pav.
KLJ1-LILI;Kelnaitës;KLJ1-LILI;KELNAITES;-;-;AREN;17,0000;0,6600;11,2200;21,0000;2,3800;13,6000;"Moteriðkos kelnaitës"
KLJ2-B1732;Kelnaitës;KLJ2-B1732;KELNAITES;-;-;AREN;5,0000;0,9900;4,9500;21,0000;1,0500;6,0000;"Moteriðkos kelnaitës"
KLJ2-B21012;Kelnaitës;KLJ2-B21012;KELNAITES;-;-;AREN;1,0000;0,9900;0,9900;21,0000;0,2100;1,2000;"Moteriðkos kelnaitës"
KLJ2-B31739;Kelnaitës;KLJ2-B31739;KELNAITES;-;-;AREN;2,0000;0,9900;1,9800;21,0000;0,4200;2,4000;"Moteriðkos kelnaitës"
KLJ2-B9902;Kelnaitës;KLJ2-B9902;KELNAITES;-;-;AREN;3,0000;0,9900;2,9700;21,0000;0,6300;3,6000;"Moteriðkos kelnaitës"
KLJ4-85-044;Kelnaitës;KLJ4-85-044;KELNAITES;-;-;AREN;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLJ4-B1856;Kelnaitës;KLJ4-B1856;KELNAITES;-;-;AREN;4,0000;1,4000;5,6000;21,0000;1,2000;6,8000;"Moteriðkos kelnaitës"
KLJ4-B1866;Kelnaitës;KLJ4-B1866;KELNAITES;-;-;AREN;4,0000;1,2400;4,9600;21,0000;1,0400;6,0000;"Moteriðkos kelnaitës"
KLJ4-B2311;Kelnaitës;KLJ4-B2311;KELNAITES;-;-;AREN;6,0000;1,2400;7,4400;21,0000;1,5600;9,0000;"Moteriðkos kelnaitës"
KLJ4-B2399;Kelnaitës;KLJ4-B2399;KELNAITES;-;-;AREN;6,0000;1,4000;8,4000;21,0000;1,8000;10,2000;"Moteriðkos kelnaitës"
KLJ4-B4911;Kelnaitës;KLJ4-B4911;KELNAITES;-;-;AREN;9,0000;1,2400;11,1600;21,0000;2,3400;13,5000;"Moteriðkos kelnaitës"
KLJ4-B588;Kelnaitës;KLJ4-B588;KELNAITES;-;-;AREN;7,0000;1,2400;8,6800;21,0000;1,8200;10,5000;"Moteriðkos kelnaitës"
KLJ4-B6030;Kelnaitës;KLJ4-B6030;KELNAITES;-;-;AREN;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLJ4-B61806;Kelnaitës;KLJ4-B61806;KELNAITES;-;-;AREN;7,0000;1,2400;8,6800;21,0000;1,8200;10,5000;"Moteriðkos kelnaitës"
KLJ4-B8064;Kelnaitës;KLJ4-B8064;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLJ4-B809;Kelnaitës;KLJ4-B809;KELNAITES;-;-;AREN;7,0000;1,2400;8,6800;21,0000;1,8200;10,5000;"Moteriðkos kelnaitës"
KLJ4-B8128;Kelnaitës;KLJ4-B8128;KELNAITES;-;-;AREN;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLJ4-B835;Kelnaitës;KLJ4-B835;KELNAITES;-;-;AREN;14,0000;1,2400;17,3600;21,0000;3,6400;21,0000;"Moteriðkos kelnaitës"
KLJ4-B874;Kelnaitës;KLJ4-B874;KELNAITES;-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLJ4-BA0108;Kelnaitës;KLJ4-BA0108;KELNAITES;-;-;AREN;2,0000;1,4000;2,8000;21,0000;0,6000;3,4000;"Moteriðkos kelnaitës"
KLJ4-BA07;Kelnaitës;KLJ4-BA07;KELNAITES;-;-;AREN;4,0000;1,2400;4,9600;21,0000;1,0400;6,0000;"Moteriðkos kelnaitës"
KLJ4-BKLM;Kelnaitës;KLJ4-BKLM;KELNAITES;-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLJ4-D24362;Kelnaitës;KLJ4-D24362;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLJ4-D2530;Kelnaitës;KLJ4-D2530;KELNAITES;-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLJ4-D2887;Kelnaitës;KLJ4-D2887;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLJ4-D3307;Kelnaitës;KLJ4-D3307;KELNAITES;-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLJ4-DRS003;Kelnaitës;KLJ4-DRS003;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLJ5-B1068;Kelnaitës;KLJ5-B1068;KELNAITES;-;-;AREN;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLJ5-B201;Kelnaitës;KLJ5-B201;KELNAITES;-;-;AREN;2,0000;1,6500;3,3000;21,0000;0,7000;4,0000;"Moteriðkos kelnaitës"
KLJ5-B8687;Kelnaitës;KLJ5-B8687;KELNAITES;-;-;AREN;4,0000;1,6500;6,6000;21,0000;1,4000;8,0000;"Moteriðkos kelnaitës"
KLJ5-DF924;Kelnaitës;KLJ5-DF924;KELNAITES;-;-;AREN;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"Moteriðkos kelnaitës"
KLM1-K3906;Kelnaitës;KLM1-K3906;KELNAITES;-;-;AREN;7,0000;0,6600;4,6200;21,0000;0,9800;5,6000;"Moteriðkos kelnaitës"
KLM1-K42502;Kelnaitës;KLM1-K42502;KELNAITES;-;-;AREN;1,0000;0,6600;0,6600;21,0000;0,1400;0,8000;"Moteriðkos kelnaitës"
KLM1-K42512;Kelnaitës;KLM1-K42512;KELNAITES;-;-;AREN;6,0000;0,6600;3,9600;21,0000;0,8400;4,8000;"Moteriðkos kelnaitës"
KLM1-K42513;Kelnaitës;KLM1-K42513;KELNAITES;-;-;AREN;9,0000;0,6600;5,9400;21,0000;1,2600;7,2000;"Moteriðkos kelnaitës"
KLM1-KA03-1;Kelnaitës;KLM1-KA03-1;KELNAITES;-;-;AREN;12,0000;0,6600;7,9200;21,0000;1,6800;9,6000;"Moteriðkos kelnaitës"
KLM2-D1050;Kelnaitës;KLM2-D1050;KELNAITES;-;-;AREN;1,0000;0,8300;0,8300;21,0000;0,1700;1,0000;"Moteriðkos kelnaitës"
KLM2-D3119;Kelnaitës;KLM2-D3119;KELNAITES;-;-;AREN;2,0000;0,9900;1,9800;21,0000;0,4200;2,4000;"Moteriðkos kelnaitës"
KLM3-K9086;Kelnaitës;KLM3-K9086;KELNAITES;-;-;AREN;3,0000;0,9900;2,9700;21,0000;0,6300;3,6000;"Moteriðkos kelnaitës"
KLM4-B1001;Kelnaitës;KLM4-B1001;KELNAITES;-;-;AREN;6,0000;1,2400;7,4400;21,0000;1,5600;9,0000;"Moteriðkos kelnaitës"
KLM4-B3491;Kelnaitës;KLM4-B3491;KELNAITES;-;-;AREN;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLM4-B3842;Kelnaitës;KLM4-B3842;KELNAITES;-;-;AREN;3,0000;1,2400;3,7200;21,0000;0,7800;4,5000;"Moteriðkos kelnaitës"
KLM4-B7712;Kelnaitës;KLM4-B7712;KELNAITES;-;-;AREN;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLM4-B9001;Kelnaitës;KLM4-B9001;KELNAITES;-;-;AREN;13,0000;1,2400;16,1200;21,0000;3,3800;19,5000;"Moteriðkos kelnaitës"
KLM4-B9009;Kelnaitës;KLM4-B9009;KELNAITES;-;-;AREN;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLM4-B9048;Kelnaitës;KLM4-B9048;KELNAITES;-;-;AREN;10,0000;1,2400;12,4000;21,0000;2,6000;15,0000;"Moteriðkos kelnaitës"
KLM4-B9809;Kelnaitës;KLM4-B9809;KELNAITES;-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLM4-CHGR7P;Kelnaitës;KLM4-CHGR7P;KELNAITES;-;-;AREN;2,0000;0,8300;1,6600;21,0000;0,3400;2,0000;"Moteriðkos kelnaitës"
KLM4-CHGR8P;Kelnaitës;KLM4-CHGR8P;KELNAITES;-;-;AREN;4,0000;1,2400;4,9600;21,0000;1,0400;6,0000;"Moteriðkos kelnaitës"
KLM4-CHGR8S;Kelnaitës;KLM4-CHGR8S;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-D1011;Kelnaitës;KLM4-D1011;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-D1537;Kelnaitës;KLM4-D1537;KELNAITES;-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLM4-D5412;Kelnaitës;KLM4-D5412;KELNAITES;-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLM4-D5481;Kelnaitës;KLM4-D5481;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-D5532;Kelnaitës;KLM4-D5532;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-D9470;Kelnaitës;KLM4-D9470;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-D9808;Kelnaitës;KLM4-D9808;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-D9812;Kelnaitës;KLM4-D9812;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-K121;Kelnaitës;KLM4-K121;KELNAITES;-;-;AREN;2,0000;1,4000;2,8000;21,0000;0,6000;3,4000;"Moteriðkos kelnaitës"
KLM4-K6558;Kelnaitës;KLM4-K6558;KELNAITES;-;-;AREN;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLM4-K7040;Kelnaitës;KLM4-K7040;KELNAITES;-;-;AREN;2,0000;1,4000;2,8000;21,0000;0,6000;3,4000;"Moteriðkos kelnaitës"
KLM4-K9959;Kelnaitës;KLM4-K9959;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM5-B2369;Kelnaitës;KLM5-B2369;KELNAITES;-;-;AREN;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"Moteriðkos kelnaitës"
KLM5-B5532;Kelnaitës;KLM5-B5532;KELNAITES;-;-;AREN;8,0000;1,6500;13,2000;21,0000;2,8000;16,0000;"Moteriðkos kelnaitës"
KLM5-BLJ455;Kelnaitës;KLM5-BLJ455;KELNAITES;-;-;AREN;3,0000;2,0700;6,2100;21,0000;1,2900;7,5000;"Moteriðkos kelnaitës"
KLM5-BLJ585;Kelnaitës;KLM5-BLJ585;KELNAITES;-;-;AREN;3,0000;1,6500;4,9500;21,0000;1,0500;6,0000;"Moteriðkos kelnaitës"
KLM5-BLJ586;Kelnaitës;KLM5-BLJ586;KELNAITES;-;-;AREN;4,0000;1,6500;6,6000;21,0000;1,4000;8,0000;"Moteriðkos kelnaitës"
KLM5-BLK455;Kelnaitës;KLM5-BLK455;KELNAITES;-;-;AREN;2,0000;2,0700;4,1400;21,0000;0,8600;5,0000;"Moteriðkos kelnaitës"
KLM5-BLM586;Kelnaitës;KLM5-BLM586;KELNAITES;-;-;AREN;2,0000;1,6500;3,3000;21,0000;0,7000;4,0000;"Moteriðkos kelnaitës"
KLM5-D4882;Kelnaitës;KLM5-D4882;KELNAITES;-;-;AREN;2,0000;1,6500;3,3000;21,0000;0,7000;4,0000;"Moteriðkos kelnaitës"
KLM5-D549;Kelnaitës;KLM5-D549;KELNAITES;-;-;AREN;2,0000;1,6500;3,3000;21,0000;0,7000;4,0000;"Moteriðkos kelnaitës"
KLM5-D5549;Kelnaitës;KLM5-D5549;KELNAITES;-;-;AREN;2,0000;1,6500;3,3000;21,0000;0,7000;4,0000;"Moteriðkos kelnaitës"
KLM5-D6179;Kelnaitës;KLM5-D6179;KELNAITES;-;-;AREN;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;"Moteriðkos kelnaitës"
KLM5-DF1221;Kelnaitës;KLM5-DF1221;KELNAITES;-;-;AREN;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;"Moteriðkos kelnaitës"
KLM5-DTD21;Kelnaitës;KLM5-DTD21;KELNAITES;-;-;AREN;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"Moteriðkos kelnaitës"
KLST-B31834;Kelnaitës;KLST-B31834;KELNAITES;-;-;AREN;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLST-B6003;Kelnaitës;KLST-B6003;KELNAITES;-;-;AREN;2,0000;0,6600;1,3200;21,0000;0,2800;1,6000;"Moteriðkos kelnaitës"
KLST-B7001;Kelnaitës;KLST-B7001;KELNAITES;-;-;AREN;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLST-B7704;Kelnaitës;KLST-B7704;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLST-B80007;Kelnaitës;KLST-B80007;KELNAITES;-;-;AREN;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLST-B8008;Kelnaitës;KLST-B8008;KELNAITES;-;-;AREN;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLST-B82011;Kelnaitës;KLST-B82011;KELNAITES;-;-;AREN;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLST-D0854;Kelnaitës;KLST-D0854;KELNAITES;-;-;AREN;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"Moteriðkos kelnaitës"
KLV1-B8805;"Vyr. kelnaitës";KLV1-B8805;"VYR KELNAITES";-;-;AREN;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"vyriðkos trumpikës"
KLV1-BH0017;"Vyr. kelnaitës";KLV1-BH0017;"VYR KELNAITES";-;-;AREN;6,0000;1,6500;9,9000;21,0000;2,1000;12,0000;"vyriðkos trumpikës"
KLV1-BH009;"Vyr. kelnaitës";KLV1-BH009;"VYR KELNAITES";-;-;AREN;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"vyriðkos trumpikës"
KLV1-DREAM;"Vyr. kelnaitës";KLV1-DREAM;"VYR KELNAITES";-;-;AREN;5,0000;1,6500;8,2500;21,0000;1,7500;10,0000;"vyriðkos trumpikës"
KLV1-K-FATFI;"Vyr. kelnaitës";KLV1-K-FATFI;"VYR KELNAITES";-;-;AREN;8,0000;0,9900;7,9200;21,0000;1,6800;9,6000;"vyriðkos trumpikës"
KLV2-D782;"Vyr. kelnaitës";KLV2-D782;"VYR KELNAITES";-;-;AREN;2,0000;2,4800;4,9600;21,0000;1,0400;6,0000;"vyriðkos trumpikës"
KLV2-K333;"Vyr. kelnaitës";KLV2-K333;"VYR KELNAITES";-;-;AREN;3,0000;2,4800;7,4400;21,0000;1,5600;9,0000;"vyriðkos trumpikës"
KLV2-K426;"Vyr. kelnaitës";KLV2-K426;"VYR KELNAITES";-;-;AREN;3,0000;2,4800;7,4400;21,0000;1,5600;9,0000;"vyriðkos trumpikës"
KLV2-K428;"Vyr. kelnaitës";KLV2-K428;"VYR KELNAITES";-;-;AREN;6,0000;2,4800;14,8800;21,0000;3,1200;18,0000;"vyriðkos trumpikës"
KLV2-K516;"Vyr. kelnaitës";KLV2-K516;"VYR KELNAITES";-;-;AREN;4,0000;2,8900;11,5600;21,0000;2,4400;14,0000;"vyriðkos trumpikës"
KLV2-K526;"Vyr. kelnaitës";KLV2-K526;"VYR KELNAITES";-;-;AREN;1,0000;2,8900;2,8900;21,0000;0,6100;3,5000;"vyriðkos trumpikës"
KLV2-K530;"Vyr. kelnaitës";KLV2-K530;"VYR KELNAITES";-;-;AREN;5,0000;2,8900;14,4500;21,0000;3,0500;17,5000;"vyriðkos trumpikës"
KLV2-TOUCH;"Vyr. kelnaitës";KLV2-TOUCH;"VYR KELNAITES";-;-;AREN;6,0000;2,4800;14,8800;21,0000;3,1200;18,0000;"vyriðkos trumpikës"
KLVD-D3301;"Vyr. kelnaitës";KLVD-D3301;"VYR KELNAITES";-;-;AREN;5,0000;1,6500;8,2500;21,0000;1,7500;10,0000;"vyriðkos trumpikës"
KLVD-DREAM;"Vyr. kelnaitës";KLVD-DREAM;"VYR KELNAITES";-;-;AREN;2,0000;1,6500;3,3000;21,0000;0,7000;4,0000;"vyriðkos trumpikës"
KLV-DTMN;"Vyr. kelnaitës";KLV-DTMN;"VYR KELNAITES";-;-;AREN;2,0000;1,6500;3,3000;21,0000;0,7000;4,0000;"vyriðkos trumpikës"
KOJINES;"Kojiniø perkainavimas";KOJINES;;-;-;AREN;0,0000;0;0,0000;0,0000;0,0000;0,0000;
LIK-2018;"likuèiai 2018m";LIK-2018;;-;-;AREN;0,0000;0;0,0000;0,0000;0,0000;0,0000;
LIKUC-19;"2019m likuèiai";LIKUC-19;;-;-;AREN;0,0000;0;0,0000;0,0000;0,0000;0,0000;
LMA-D6636;Liemenëlë;LMA-D6636;LIEMENELE;-;-;AREN;1,0000;2,8900;2,8900;21,0000;0,6100;3,5000;liemenëlë
LMA-D933;Liemenëlë;LMA-D933;LIEMENELE;-;-;AREN;1,0000;2,8900;2,8900;21,0000;0,6100;3,5000;liemenëlë
LMA-D9806;Liemenëlë;LMA-D9806;LIEMENELE;-;-;AREN;1,0000;2,8900;2,8900;21,0000;0,6100;3,5000;liemenëlë
LMA-K8311;Liemenëlë;LMA-K8311;LIEMENELE;-;-;AREN;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;liemenëlë
LMB-191-F;Liemenë;LMB-191-F;SVARKAI;-;-;AREN;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Ðvarkai
LMB-191K-G;Liemenë;LMB-191K-G;SVARKAI;-;-;AREN;1,0000;23,9600;23,9600;21,0000;5,0300;28,9900;Ðvarkai
LMB-191K-G;Liemenë;LMB-191K-G;SVARKAI;-;-;AREN;-1,0000;23,9600;-23,9600;21,0000;-5,0300;-28,9900;Ðvarkai
LMB-194-B;Liemenë;LMB-194-B;SVARKAI;-;-;AREN;1,0000;19,8300;19,8300;21,0000;4,1600;23,9900;Ðvarkai
LMB-194-D;Liemenë;LMB-194-D;SVARKAI;-;-;AREN;1,0000;19,8300;19,8300;21,0000;4,1600;23,9900;Ðvarkai
LMB-194-E;Liemenë;LMB-194-E;SVARKAI;-;-;AREN;1,0000;19,8300;19,8300;21,0000;4,1600;23,9900;Ðvarkai
LMB-194-F;Liemenë;LMB-194-F;SVARKAI;-;-;AREN;1,0000;19,8300;19,8300;21,0000;4,1600;23,9900;Ðvarkai
LMB-195-D;Liemenë;LMB-195-D;SVARKAI;-;-;AREN;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Ðvarkai
LMB-B6403;Liemenëlë;LMB-B6403;LIEMENELE;-;-;AREN;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMB-B8077;Liemenëlë;LMB-B8077;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMB-B8758;Liemenëlë;LMB-B8758;LIEMENELE;-;-;AREN;5,0000;3,7200;18,6000;21,0000;3,9000;22,5000;liemenëlë
LMB-BLJ620;Liemenëlë;LMB-BLJ620;LIEMENELE;-;-;AREN;3,0000;4,1300;12,3900;21,0000;2,6100;15,0000;liemenëlë
LMB-BLJ8840;Liemenëlë;LMB-BLJ8840;LIEMENELE;-;-;AREN;2,0000;4,1300;8,2600;21,0000;1,7400;10,0000;liemenëlë
LMB-BLK8840;Liemenëlë;LMB-BLK8840;LIEMENELE;-;-;AREN;3,0000;4,1300;12,3900;21,0000;2,6100;15,0000;liemenëlë
LMB-D208;Liemenëlë;LMB-D208;LIEMENELE;-;-;AREN;1,0000;2,8900;2,8900;21,0000;0,6100;3,5000;liemenëlë
LMB-D3826;Liemenëlë;LMB-D3826;LIEMENELE;-;-;AREN;3,0000;4,5500;13,6500;21,0000;2,8500;16,5000;liemenëlë
LMB-D757-1;Liemenëlë;LMB-D757-1;LIEMENELE;-;-;AREN;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;liemenëlë
LMB-K001;Liemenëlë;LMB-K001;LIEMENELE;-;-;AREN;1,0000;6,6100;6,6100;21,0000;1,3900;8,0000;liemenëlë
LMB-K1755;Liemenëlë;LMB-K1755;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMB-K1787;Liemenëlë;LMB-K1787;LIEMENELE;-;-;AREN;3,0000;3,3100;9,9300;21,0000;2,0700;12,0000;liemenëlë
LMB-K2018;Liemenëlë;LMB-K2018;LIEMENELE;-;-;AREN;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;liemenëlë
LMB-K204;Liemenëlë;LMB-K204;LIEMENELE;-;-;AREN;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMB-K3312;Liemenëlë;LMB-K3312;LIEMENELE;-;-;AREN;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;liemenëlë
LMB-K3600;Liemenëlë;LMB-K3600;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMB-K5223;Liemenëlë;LMB-K5223;LIEMENELE;-;-;AREN;3,0000;4,1300;12,3900;21,0000;2,6100;15,0000;liemenëlë
LMB-KS135;Liemenëlë;LMB-KS135;LIEMENELE;-;-;AREN;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMC-B1004;Liemenëlë;LMC-B1004;LIEMENELE;-;-;AREN;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;liemenëlë
LMC-B2206;Liemenëlë;LMC-B2206;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMC-B7040;Liemenëlë;LMC-B7040;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMC-B773;Liemenëlë;LMC-B773;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMC-B793;Liemenëlë;LMC-B793;LIEMENELE;-;-;AREN;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;liemenëlë
LMC-B8096;Liemenëlë;LMC-B8096;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMC-B8361;Liemenëlë;LMC-B8361;LIEMENELE;-;-;AREN;2,0000;3,3100;6,6200;21,0000;1,3800;8,0000;liemenëlë
LMC-B8367;Liemenëlë;LMC-B8367;LIEMENELE;-;-;AREN;7,0000;3,3100;23,1700;21,0000;4,8300;28,0000;liemenëlë
LMC-B8369;Liemenëlë;LMC-B8369;LIEMENELE;-;-;AREN;2,0000;3,3100;6,6200;21,0000;1,3800;8,0000;liemenëlë
LMC-B8382;Liemenëlë;LMC-B8382;LIEMENELE;-;-;AREN;2,0000;3,3100;6,6200;21,0000;1,3800;8,0000;liemenëlë
LMC-BB2007;Liemenëlë;LMC-BB2007;LIEMENELE;-;-;AREN;6,0000;3,3100;19,8600;21,0000;4,1400;24,0000;liemenëlë
LMC-BLJ620;Liemenëlë;LMC-BLJ620;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMC-BLJ8840;Liemenëlë;LMC-BLJ8840;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMC-BLK620;Liemenëlë;LMC-BLK620;LIEMENELE;-;-;AREN;2,0000;4,1300;8,2600;21,0000;1,7400;10,0000;liemenëlë
LMC-C613;Liemenëlë;LMC-C613;LIEMENELE;-;-;AREN;1,0000;5,3700;5,3700;21,0000;1,1300;6,5000;liemenëlë
LMC-D4982;Liemenëlë;LMC-D4982;LIEMENELE;-;-;AREN;2,0000;2,8900;5,7800;21,0000;1,2200;7,0000;liemenëlë
LMC-D9314;Liemenëlë;LMC-D9314;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMC-D9321;Liemenëlë;LMC-D9321;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LM-D1061;Liemenëlë;LM-D1061;LIEMENELE;-;-;AREN;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;liemenëlë
LMD-B1023;Liemenëlë;LMD-B1023;LIEMENELE;-;-;AREN;3,0000;3,7200;11,1600;21,0000;2,3400;13,5000;liemenëlë
LMD-B1063;Liemenëlë;LMD-B1063;LIEMENELE;-;-;AREN;5,0000;3,7200;18,6000;21,0000;3,9000;22,5000;liemenëlë
LMD-B8222;Liemenëlë;LMD-B8222;LIEMENELE;-;-;AREN;3,0000;3,7200;11,1600;21,0000;2,3400;13,5000;liemenëlë
LMD-B8238;Liemenëlë;LMD-B8238;LIEMENELE;-;-;AREN;4,0000;3,7200;14,8800;21,0000;3,1200;18,0000;liemenëlë
LMD-BLJ8840;Liemenëlë;LMD-BLJ8840;LIEMENELE;-;-;AREN;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;liemenëlë
LMD-BYALD;Liemenëlë;LMD-BYALD;LIEMENELE;-;-;AREN;2,0000;3,3100;6,6200;21,0000;1,3800;8,0000;liemenëlë
LMD-D9173;Liemenëlë;LMD-D9173;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMDD-B5031;Liemenëlë;LMDD-B5031;LIEMENELE;-;-;AREN;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMDD-BYALDD;Liemenëlë;LMDD-BYALDD;LIEMENELE;-;-;AREN;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;liemenëlë
LMDD-K267;Liemenëlë;LMDD-K267;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMDD-K6001-1;Liemenëlë;LMDD-K6001-1;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMD-K1215;Liemenëlë;LMD-K1215;LIEMENELE;-;-;AREN;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMD-K898;Liemenëlë;LMD-K898;LIEMENELE;-;-;AREN;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMD-KD115;Liemenëlë;LMD-KD115;LIEMENELE;-;-;AREN;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
