Kodas;Pavadinimas;Vnt.;Kaina;Kiekis;Suma;Sandëlis;Registras 3
PA-93-F8366;Palaidinë;vnt;11,9900;4,0000;47,9600;NORF;
PA-93-F8376;Palaidinë;vnt;11,9900;2,0000;23,9800;NORF;
PA-93-F8403;Palaidinë;vnt;11,9900;3,0000;35,9700;NORF;
PA-93-F8411;Palaidinë;vnt;11,9900;1,0000;11,9900;NORF;
PA-93-F8431;Palaidinë;vnt;11,9900;1,0000;11,9900;NORF;
PA-93-F8455;Palaidinë;vnt;11,9900;2,0000;23,9800;NORF;
PA-93-VIVA;Palaidinë;vnt;7,9900;1,0000;7,9900;NORF;
PA-94-6-6;Palaidinë;vnt;7,5000;2,0000;15,0000;NORF;
PA-94-8393;Palaidinë;vnt;11,9900;5,0000;59,9500;NORF;
PA-94-8499;Palaidinë;vnt;11,9900;1,0000;11,9900;NORF;
PA-94-8503;Palaidinë;vnt;11,9900;3,0000;35,9700;NORF;
PA-94-8561;Palaidinë;vnt;11,9900;4,0000;47,9600;NORF;
PA-94-8582;Palaidinë;vnt;5,9900;1,0000;5,9900;NORF;
PA-94-8609;Palaidinë;vnt;11,9900;1,0000;11,9900;NORF;
PA-94-89935;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PA-94-K6-4;Palaidinë;vnt;12,9900;1,0000;12,9900;NORF;
PA-94-P5391;Palaidinë;vnt;14,9900;2,0000;29,9800;NORF;
PA-94-P5398;Palaidinë;vnt;12,9900;1,0000;12,9900;NORF;
PA-94-P5405;Palaidinë;vnt;12,9900;3,0000;38,9700;NORF;
PA-94-P5503;Palaidinë;vnt;13,9900;5,0000;69,9500;NORF;
PA-94-P68108;Palaidinë;vnt;14,9900;1,0000;14,9900;NORF;
PA-94-P68109;Palaidinë;vnt;14,9900;2,0000;29,9800;NORF;
PA-94-P68110;Palaidinë;vnt;14,9900;2,0000;29,9800;NORF;
PA-94-P68124;Palaidinë;vnt;12,9900;1,0000;12,9900;NORF;
PA-94-P718;Palaidinë;vnt;12,9900;3,0000;38,9700;NORF;
PA-95-6-29;Palaidinë;vnt;7,5000;3,0000;22,5000;NORF;
PA-95-6-3;Palaidinë;vnt;7,5000;1,0000;7,5000;NORF;
PA-95-6-5;Palaidinë;vnt;7,5000;2,0000;15,0000;NORF;
PA-95-6-9;Palaidinë;vnt;7,5000;4,0000;30,0000;NORF;
PA-95-VIVAB;Palaidinë;vnt;9,9900;7,0000;69,9300;NORF;
PA-96-6-1;Palaidinë;vnt;7,5000;2,0000;15,0000;NORF;
PA-96-6-12;Palaidinë;vnt;7,5000;5,0000;37,5000;NORF;
PA-96-6-18;Palaidinë;vnt;7,5000;2,0000;15,0000;NORF;
PA-96-6-19;Palaidinë;vnt;7,5000;5,0000;37,5000;NORF;
PA-96-M4839;Palaidinë;vnt;14,9900;3,0000;44,9700;NORF;
PA-96-M7065;Palaidinë;vnt;14,9900;1,0000;14,9900;NORF;
PA-96-M7097;Palaidinë;vnt;14,9900;2,0000;29,9800;NORF;
PA-96-M7109;Palaidinë;vnt;14,9900;1,0000;14,9900;NORF;
PA-96-M7160;Palaidinë;vnt;14,9900;3,0000;44,9700;NORF;
PA-96-M7413;Palaidinë;vnt;14,9900;2,0000;29,9800;NORF;
PA-96-VIVA;Palaidinë;vnt;4,5000;4,0000;18,0000;NORF;
PB-235-A;Palaidinë;vnt;26,9900;2,0000;53,9800;NORF;
PB-235-B;Palaidinë;vnt;26,9900;2,0000;53,9800;NORF;
PB-235B-B;Palaidinë;vnt;29,9900;1,0000;29,9900;NORF;
PB-235B-C;Palaidinë;vnt;29,9900;1,0000;29,9900;NORF;
PB-235-C;Palaidinë;vnt;26,9900;2,0000;53,9800;NORF;
PB-235-D;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PB-235-E;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PB-271-B;Palaidinë;vnt;21,9900;1,0000;21,9900;NORF;
PB-271-C;Palaidinë;vnt;21,9900;1,0000;21,9900;NORF;
PB-271-E;Palaidinë;vnt;21,9900;1,0000;21,9900;NORF;
PB-271-F;Palaidinë;vnt;21,9900;1,0000;21,9900;NORF;
PB-271-G;Palaidinë;vnt;21,9900;1,0000;21,9900;NORF;
PB-271-I;Palaidinë;vnt;21,9900;1,0000;21,9900;NORF;
PB-271-J;Palaidinë;vnt;21,9900;1,0000;21,9900;NORF;
PB-280-B;Palaidinë;vnt;23,9900;2,0000;47,9800;NORF;
PB-280-C;Palaidinë;vnt;23,9900;2,0000;47,9800;NORF;
PB-280-D;Palaidinë;vnt;23,9900;3,0000;71,9700;NORF;
PB-280-E;Palaidinë;vnt;23,9900;2,0000;47,9800;NORF;
PB-280-F;Palaidinë;vnt;23,9900;1,0000;23,9900;NORF;
PB-282-B;Palaidinë;vnt;36,9900;1,0000;36,9900;NORF;
PB-282-C;Palaidinë;vnt;36,9900;2,0000;73,9800;NORF;
PB-282-G;Palaidinë;vnt;36,9900;1,0000;36,9900;NORF;
PB-283-D;Palaidinë;vnt;24,9900;1,0000;24,9900;NORF;
PB-285-B;Palaidinë;vnt;23,9900;2,0000;47,9800;NORF;
PB-285-F;Palaidinë;vnt;23,9900;2,0000;47,9800;NORF;
PB-285-I;Palaidinë;vnt;23,9900;1,0000;23,9900;NORF;
PB-285-J;Palaidinë;vnt;23,9900;1,0000;23,9900;NORF;
PB-289-B;Palaidinë;vnt;14,9900;2,0000;29,9800;NORF;
PB-289-F;Palaidinë;vnt;14,9900;1,0000;14,9900;NORF;
PB-291-C;Palaidinë;vnt;29,9900;1,0000;29,9900;NORF;
PB-291-D;Palaidinë;vnt;29,9900;1,0000;29,9900;NORF;
PB-292-B;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-292-C;Palaidinë;vnt;17,9900;2,0000;35,9800;NORF;
PB-292-D;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-292-E;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-292-F;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-292-G;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-295-C;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-295-E;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-295-F;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-295-G;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PB-295-I;Palaidinë;vnt;17,9900;1,0000;17,9900;NORF;
PC-298-B;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PC-298-C;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PC-298-D;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PC-298-E;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PC-298-F;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PC-298-G;Palaidinë;vnt;26,9900;1,0000;26,9900;NORF;
PC-300-B;Palaidinë;vnt;33,9900;1,0000;33,9900;NORF;
PC-300-D;Palaidinë;vnt;33,9900;1,0000;33,9900;NORF;
PC-300-F;Palaidinë;vnt;33,9900;1,0000;33,9900;NORF;
PC-300-I;Palaidinë;vnt;33,9900;1,0000;33,9900;NORF;
PC-300-J;Palaidinë;vnt;33,9900;1,0000;33,9900;NORF;
PED-96-02;Pëdutës;vnt;0,4000;3,0000;1,2000;NORF;
PQ-258-A;Palaidinë;vnt;24,9900;1,0000;24,9900;NORF;
PQ-258-B;Palaidinë;vnt;24,9900;1,0000;24,9900;NORF;
PQ-258-C;Palaidinë;vnt;24,9900;1,0000;24,9900;NORF;
PQ-262-C;Palaidinë;vnt;24,9900;1,0000;24,9900;NORF;
PQ-264-C;Palaidinë;vnt;27,9900;1,0000;27,9900;NORF;
PQ-264-D;Palaidinë;vnt;27,9900;1,0000;27,9900;NORF;
PQ-264-E;Palaidinë;vnt;27,9900;1,0000;27,9900;NORF;
PQ-267-C;Palaidinë;vnt;13,9900;1,0000;13,9900;NORF;
PQ-268-C;Palaidinë;vnt;23,9900;1,0000;23,9900;NORF;
PQ-268-D;Palaidinë;vnt;23,9900;2,0000;47,9800;NORF;
PQ-268-E;Palaidinë;vnt;23,9900;1,0000;23,9900;NORF;
PQ-268-F;Palaidinë;vnt;23,9900;1,0000;23,9900;NORF;
PQ-270-D;Palaidinë;vnt;16,9900;1,0000;16,9900;NORF;
PQ-273-B;Palaidinë;vnt;27,9900;1,0000;27,9900;NORF;
PQ-273-C;Palaidinë;vnt;27,9900;2,0000;55,9800;NORF;
PQ-273-F;Palaidinë;vnt;27,9900;1,0000;27,9900;NORF;
PTA-180-E;Paltas;vnt;47,9900;1,0000;47,9900;NORF;
PTA-198-D;Paltas;vnt;56,9900;1,0000;56,9900;NORF;
PTA-198-E;Paltas;vnt;56,9900;2,0000;113,9800;NORF;
PTA-200-C;Paltas;vnt;65,9900;1,0000;65,9900;NORF;
PTA-207-B;Paltas;vnt;72,9900;2,0000;145,9800;NORF;
PTA-207-C;Paltas;vnt;72,9900;1,0000;72,9900;NORF;
PTA-207-D;Paltas;vnt;72,9900;1,0000;72,9900;NORF;
PTB-209-B;Paltas;vnt;49,9900;1,0000;49,9900;NORF;
PTC-173-B;Paltas;vnt;65,9900;1,0000;65,9900;NORF;
PTC-173-C;Paltas;vnt;65,9900;1,0000;65,9900;NORF;
PTC-173-D;Paltas;vnt;65,9900;1,0000;65,9900;NORF;
PTC-173P-B;Paltas;vnt;45,9900;1,0000;45,9900;NORF;
PTC-173P-C;Paltas;vnt;45,9900;1,0000;45,9900;NORF;
PTC-173P-D;Paltas;vnt;45,9900;1,0000;45,9900;NORF;
PTC-173P-E;Paltas;vnt;45,9900;2,0000;91,9800;NORF;
PTC-173P-F;Paltas;vnt;45,9900;1,0000;45,9900;NORF;
PTC-173P-G;Paltas;vnt;45,9900;1,0000;45,9900;NORF;
PTC-173P-H;Paltas;vnt;45,9900;1,0000;45,9900;NORF;
PTC-173P-I;Paltas;vnt;45,9900;1,0000;45,9900;NORF;
PTC-180-B;Paltas;vnt;47,9900;1,0000;47,9900;NORF;
PTC-180-C;Paltas;vnt;47,9900;1,0000;47,9900;NORF;
PTC-180-D;Paltas;vnt;47,9900;2,0000;95,9800;NORF;
PTC-180-F;Paltas;vnt;47,9900;1,0000;47,9900;NORF;
PTC-195-B;Paltas;vnt;53,9900;1,0000;53,9900;NORF;
PTC-195-K;Paltas;vnt;53,9900;1,0000;53,9900;NORF;
PTC-208-D;Paltas;vnt;54,9900;1,0000;54,9900;NORF;
PTC-208-F;Paltas;vnt;54,9900;1,0000;54,9900;NORF;
PTQ-193-B;Paltas;vnt;65,9900;2,0000;131,9800;NORF;
PZ-2016-5;Piþama;vnt;15,9900;1,0000;15,9900;NORF;
PZ-2067;Piþama;vnt;8,9900;1,0000;8,9900;NORF;
PZ-2085;Piþama;vnt;8,9900;1,0000;8,9900;NORF;
PZ-86-PINK;Piþama;vnt;8,9900;4,0000;35,9600;NORF;
PZ-88-018;Piþama;vnt;6,9900;4,0000;27,9600;NORF;
PZ-88-2015;Piþama;vnt;10,9900;1,0000;10,9900;NORF;
PZ-88-7218;Piþama;vnt;8,9900;2,0000;17,9800;NORF;
PZ-92-104;Piþama;vnt;8,9900;2,0000;17,9800;NORF;
PZ-92-106;Piþama;vnt;8,9900;1,0000;8,9900;NORF;
PZ-92-107;Piþama;vnt;7,9900;2,0000;15,9800;NORF;
PZ-92-108;Piþama;vnt;7,9900;2,0000;15,9800;NORF;
PZ-92-109;Piþama;vnt;7,9900;3,0000;23,9700;NORF;
PZ-92-114;Piþama;vnt;7,9900;3,0000;23,9700;NORF;
PZ-98-120;Piþama;vnt;6,9900;6,0000;41,9400;NORF;
PZ-98-121;Piþama;vnt;6,9900;5,0000;34,9500;NORF;
PZ-98-7010;Piþama;vnt;9,9900;4,0000;39,9600;NORF;
RA-701-8083M;Rankinë;vnt;28,9900;1,0000;28,9900;NORF;
RA-701-8124B;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-94-KR-MIX;Rankinë;vnt;5,9900;1,0000;5,9900;NORF;
RA-9C-056R;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-12352Z;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-1315M;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9C-1318KR;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9C-1318R;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9C-1418HA;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-1418P;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-176J;Rankinë;vnt;16,9900;1,0000;16,9900;NORF;
RA-9C-176P;Rankinë;vnt;16,9900;1,0000;16,9900;NORF;
RA-9C-1779P;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-1779Z;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-18006BO;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-18006P;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-1841HA;Rankinë;vnt;37,9900;1,0000;37,9900;NORF;
RA-9C-1841Z;Rankinë;vnt;37,9900;1,0000;37,9900;NORF;
RA-9C-19053P;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-19053V;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-1986J;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-1986V;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-2020J;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-2020KR;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-206P;Rankinë;vnt;16,9900;1,0000;16,9900;NORF;
RA-9C-223J;Rankinë;vnt;16,9900;1,0000;16,9900;NORF;
RA-9C-223V;Rankinë;vnt;16,9900;1,0000;16,9900;NORF;
RA-9C-225R;Rankinë;vnt;16,9900;1,0000;16,9900;NORF;
RA-9C-5591J;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-5591M;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-5802J;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-5802P;Rankinë;vnt;36,9900;1,0000;36,9900;NORF;
RA-9C-6514B;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-6514R;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-7025-1;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-7025-2;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-706P;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9C-706R;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9C-7080J;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9C-7080P;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9C-8262-1;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-8262-2;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-8266J;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-8266R;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-A352J;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-A352R;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9C-A362Z;Rankinë;vnt;24,9900;1,0000;24,9900;NORF;
RA-9C-A506C;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-A506M;Rankinë;vnt;34,9900;1,0000;34,9900;NORF;
RA-9C-A508J;Rankinë;vnt;24,9900;1,0000;24,9900;NORF;
RA-9C-A508M;Rankinë;vnt;24,9900;1,0000;24,9900;NORF;
RA-9C-D5488J;Rankinë;vnt;32,9900;1,0000;32,9900;NORF;
RA-9K-1080J;Rankinë;vnt;20,9900;1,0000;20,9900;NORF;
RA-9K-1080KU;Rankinë;vnt;20,9900;1,0000;20,9900;NORF;
RA-9K-1303RU;Rankinë;vnt;21,9900;1,0000;21,9900;NORF;
RA-9K-158PI;Rankinë;vnt;20,9900;1,0000;20,9900;NORF;
RA-9K-158RZ;Rankinë;vnt;20,9900;1,0000;20,9900;NORF;
RA-9K-159HA;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9K-4457J;Rankinë;vnt;17,9900;1,0000;17,9900;NORF;
RA-9K-4457ME;Rankinë;vnt;17,9900;1,0000;17,9900;NORF;
RA-9K-5163RZ;Rankinë;vnt;28,9900;1,0000;28,9900;NORF;
RA-9K-86095J;Rankinë;vnt;30,9900;1,0000;30,9900;NORF;
RA-9K-86095PI;Rankinë;vnt;30,9900;1,0000;30,9900;NORF;
RA-9K-J259;Rankinë;vnt;21,9900;1,0000;21,9900;NORF;
RA-9K-KU133;Rankinë;vnt;19,9900;1,0000;19,9900;NORF;
RA-9K-RUG124;Rankinë;vnt;26,9900;1,0000;26,9900;NORF;
RA-9K-RZG123;Rankinë;vnt;26,9900;1,0000;26,9900;NORF;
RA-9K-ZAG128;Rankinë;vnt;26,9900;1,0000;26,9900;NORF;
S-163LK-G;Sijonas;vnt;12,9900;1,0000;12,9900;NORF;
S-96-ITAL;Sijonas;vnt;17,9900;1,0000;17,9900;NORF;
SA-163L-B;Sijonas;vnt;15,9900;2,0000;31,9800;NORF;
SA-163L-C;Sijonas;vnt;15,9900;2,0000;31,9800;NORF;
SA-163L-D;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SA-163L-E;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SA-163L-F;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SA-163L-G;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SA-163L-H;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SA-163L-I;Sijonas;vnt;15,9900;3,0000;47,9700;NORF;
SA-KL-D;Sijonas;vnt;16,9900;1,0000;16,9900;NORF;
SAL-73-GRK10;Ðalikas;vnt;5,9900;3,0000;17,9700;NORF;
SAL-73-MCA95;Ðalikas;vnt;3,9900;1,0000;3,9900;NORF;
SAL-73-MCA96;Ðalikas;vnt;6,9900;2,0000;13,9800;NORF;
SAL-78-1514;Ðalikas;vnt;3,9900;1,0000;3,9900;NORF;
SAL-79-ARF-1;Ðalikas;vnt;4,9900;5,0000;24,9500;NORF;
SAL-79-ARF-3;Ðalikas;vnt;4,9900;2,0000;9,9800;NORF;
SAL-79-ARF-5;Ðalikas;vnt;6,9900;1,0000;6,9900;NORF;
SAL-79-RN-1;Ðalikas;vnt;7,9900;1,0000;7,9900;NORF;
SAL-79-ST-1;Ðalikas;vnt;6,9900;3,0000;20,9700;NORF;
SAL-83-R38;Ðalikas;vnt;2,9900;1,0000;2,9900;NORF;
SAL-89-MCA88;Ðalikas;vnt;1,9900;1,0000;1,9900;NORF;
SAL-89-RD52;Ðalikas;vnt;1,9900;3,0000;5,9700;NORF;
SAL-92-DB6B;Ðalikas;vnt;6,9900;3,0000;20,9700;NORF;
SAL-92-DB7B;Ðalikas;vnt;6,9900;6,0000;41,9400;NORF;
SAL-92-MC105;Ðalikas;vnt;1,9900;1,0000;1,9900;NORF;
SAL-94-GMIX;Ðalikas;vnt;1,5000;3,0000;4,5000;NORF;
SAL-94-MCA;Ðalikas;vnt;1,9900;14,0000;27,8600;NORF;
SAL-99-MCAK;Ðalikas;vnt;1,5000;18,0000;27,0000;NORF;
SAL-99-MER;Ðalikas;vnt;1,5000;10,0000;15,0000;NORF;
SAL-99-MERK;Ðalikas;vnt;1,5000;6,0000;9,0000;NORF;
SAL-9L-L003;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L004;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L005;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L007;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L008;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L009;Skara;vnt;12,9900;1,0000;12,9900;NORF;
SAL-9L-L010;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L011;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L012;Skara;vnt;12,9900;2,0000;25,9800;NORF;
SAL-9L-L013;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L014;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L015;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L016;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L017;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L018;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L019;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L021;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L022;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L023;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L024;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L025;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L026;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SAL-9L-L027;Skara;vnt;11,9900;2,0000;23,9800;NORF;
SB-297-B;Sijonas;vnt;13,9900;1,0000;13,9900;NORF;
SB-297-C;Sijonas;vnt;13,9900;1,0000;13,9900;NORF;
SB-297-D;Sijonas;vnt;13,9900;1,0000;13,9900;NORF;
SB-298-B;Sijonas;vnt;17,9900;1,0000;17,9900;NORF;
SB-298-F;Sijonas;vnt;17,9900;1,0000;17,9900;NORF;
SB-299-B;Sijonas;vnt;17,9900;2,0000;35,9800;NORF;
SB-299-C;Sijonas;vnt;17,9900;1,0000;17,9900;NORF;
SB-299-D;Sijonas;vnt;17,9900;1,0000;17,9900;NORF;
SB-299-F;Sijonas;vnt;17,9900;1,0000;17,9900;NORF;
SB-299-G;Sijonas;vnt;17,9900;1,0000;17,9900;NORF;
SB-300-E;Sijonas;vnt;7,9900;1,0000;7,9900;NORF;
SB-300-F;Sijonas;vnt;7,9900;1,0000;7,9900;NORF;
SB-300-H;Sijonas;vnt;7,9900;1,0000;7,9900;NORF;
SB-300-J;Sijonas;vnt;7,9900;1,0000;7,9900;NORF;
SB-KL-C;Sijonas;vnt;14,9900;1,0000;14,9900;NORF;
SB-KL-D;Sijonas;vnt;14,9900;1,0000;14,9900;NORF;
SB-KL-F;Sijonas;vnt;14,9900;1,0000;14,9900;NORF;
SC-163B-A;Sijonas;vnt;19,9900;2,0000;39,9800;NORF;
SC-163B-B;Sijonas;vnt;19,9900;2,0000;39,9800;NORF;
SC-163B-C;Sijonas;vnt;19,9900;2,0000;39,9800;NORF;
SC-163B-E;Sijonas;vnt;19,9900;1,0000;19,9900;NORF;
SC-163B-F;Sijonas;vnt;19,9900;1,0000;19,9900;NORF;
SC-163B-G;Sijonas;vnt;19,9900;1,0000;19,9900;NORF;
SC-163-C;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SC-163-G;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SC-163-I;Sijonas;vnt;15,9900;1,0000;15,9900;NORF;
SC-163P-A;Sijonas;vnt;14,9900;2,0000;29,9800;NORF;
SC-163P-B;Sijonas;vnt;14,9900;3,0000;44,9700;NORF;
SC-163P-C;Sijonas;vnt;14,9900;1,0000;14,9900;NORF;
SC-163P-D;Sijonas;vnt;14,9900;3,0000;44,9700;NORF;
SC-163P-E;Sijonas;vnt;14,9900;3,0000;44,9700;NORF;
SC-163P-F;Sijonas;vnt;14,9900;1,0000;14,9900;NORF;
SC-163P-G;Sijonas;vnt;14,9900;2,0000;29,9800;NORF;
SC-163P-H;Sijonas;vnt;14,9900;1,0000;14,9900;NORF;
SC-302-B;Sijonas;vnt;21,9900;2,0000;43,9800;NORF;
SC-302-C;Sijonas;vnt;21,9900;1,0000;21,9900;NORF;
SC-302-D;Sijonas;vnt;21,9900;2,0000;43,9800;NORF;
SC-302-E;Sijonas;vnt;21,9900;2,0000;43,9800;NORF;
SC-302-F;Sijonas;vnt;21,9900;2,0000;43,9800;NORF;
SC-303-B;Sijonas;vnt;16,9900;1,0000;16,9900;NORF;
SC-303-D;Sijonas;vnt;16,9900;1,0000;16,9900;NORF;
SC-303-E;Sijonas;vnt;16,9900;1,0000;16,9900;NORF;
SC-303-F;Sijonas;vnt;16,9900;3,0000;50,9700;NORF;
SFA-373-B;Sarafanas;vnt;35,9900;2,0000;71,9800;NORF;
SFA-373-C;Sarafanas;vnt;35,9900;1,0000;35,9900;NORF;
SFA-373-D;Sarafanas;vnt;35,9900;3,0000;107,9700;NORF;
SFA-373-E;Sarafanas;vnt;35,9900;1,0000;35,9900;NORF;
SFA-373-G;Sarafanas;vnt;35,9900;2,0000;71,9800;NORF;
SFA-373S-C;Sarafanas;vnt;35,9900;1,0000;35,9900;NORF;
SFA-373S-F;Sarafanas;vnt;35,9900;1,0000;35,9900;NORF;
SFB-377-C;Suknelë;vnt;22,9900;1,0000;22,9900;NORF;
SFB-377-E;Suknelë;vnt;22,9900;1,0000;22,9900;NORF;
SFB-377-F;Suknelë;vnt;22,9900;1,0000;22,9900;NORF;
SFB-377S-B;Suknelë;vnt;22,9900;1,0000;22,9900;NORF;
SFB-377S-C;Suknelë;vnt;22,9900;1,0000;22,9900;NORF;
SFB-377S-D;Suknelë;vnt;22,9900;1,0000;22,9900;NORF;
SFB-377S-E;Suknelë;vnt;22,9900;1,0000;22,9900;NORF;
SFC-196-B;Sarafanas;vnt;31,9900;1,0000;31,9900;NORF;
SFC-196-C;Sarafanas;vnt;31,9900;1,0000;31,9900;NORF;
SFC-196-D;Sarafanas;vnt;31,9900;1,0000;31,9900;NORF;
SFC-196-F;Sarafanas;vnt;31,9900;1,0000;31,9900;NORF;
SFC-196-G;Sarafanas;vnt;31,9900;1,0000;31,9900;NORF;
SK-85-5376;Suknelë;vnt;9,9900;3,0000;29,9700;NORF;
SK-85-8036;Suknelë;vnt;12,9900;5,0000;64,9500;NORF;
SK-85-C18101;Suknelë;vnt;8,9900;1,0000;8,9900;NORF;
SK-94-3892;Suknelë;vnt;24,9900;1,0000;24,9900;NORF;
SK-94-9005;Suknelë;vnt;11,9900;1,0000;11,9900;NORF;
SK-94-ITAL;Suknelë;vnt;16,9900;1,0000;16,9900;NORF;
SK-94-P8182;Suknelë;vnt;11,9900;1,0000;11,9900;NORF;
SK-95-1936;Suknelë;vnt;15,9900;4,0000;63,9600;NORF;
SK-95-9012;Suknelë;vnt;9,9900;1,0000;9,9900;NORF;
SK-95-ITAL2;Suknelë;vnt;19,9900;5,0000;99,9500;NORF;
SK-95-ITAL3;Suknelë;vnt;18,9900;2,0000;37,9800;NORF;
SK-96-1013;Suknelë;vnt;14,9900;1,0000;14,9900;NORF;
SK-96-1902;Suknelë;vnt;13,9900;9,0000;125,9100;NORF;
SK-96-2258;Suknelë;vnt;12,9900;1,0000;12,9900;NORF;
SK-96-226-2;Suknelë;vnt;12,9900;6,0000;77,9400;NORF;
SK-96-3001;Suknelë;vnt;14,9900;5,0000;74,9500;NORF;
SK-96-8182;Suknelë;vnt;10,9900;1,0000;10,9900;NORF;
SK-96-8185;Suknelë;vnt;10,9900;4,0000;43,9600;NORF;
SK-96-8277;Suknelë;vnt;10,9900;11,0000;120,8900;NORF;
SK-96-AWSAR;Suknelë;vnt;11,9900;2,0000;23,9800;NORF;
