Kodas;Pavadinimas;Vnt.;Kaina;Kiekis;Suma;Sandëlis;Registras 3
CHC-98-A;Chalatas;vnt;13,9900;1,0000;13,9900;AREN;
CHC-98-G;Chalatas;vnt;13,9900;1,0000;13,9900;AREN;
DJ-87-3D004;Dþinsai;vnt;20,9900;3,0000;62,9700;AREN;
DJ-87-RE6009;Dþinsai;vnt;22,9900;4,0000;91,9600;AREN;
DJ-88-3D063;Dþinsai;vnt;22,9900;3,0000;68,9700;AREN;
DJ-88-S306;Dþinsai;vnt;21,9900;3,0000;65,9700;AREN;
DJ-8K-9175;Dþinsai;vnt;19,9900;5,0000;99,9500;AREN;
DJ-93-DJ355;Dþinsai;vnt;18,9900;5,0000;94,9500;AREN;
DJ-94-3D623;Dþinsai;vnt;21,9900;2,0000;43,9800;AREN;
DJ-97-Q556-3;Dþinsai;vnt;18,9900;7,0000;132,9300;AREN;
DJO-94-J288;Dþinsai;vnt;17,9900;1,0000;17,9900;AREN;
DJT-88-81381;Dþinsai;vnt;12,9900;2,0000;25,9800;AREN;
DJT-99-8194;Dþinsai;vnt;15,9900;12,0000;191,8800;AREN;
DM-81-9336;Dþinsai;vnt;14,9900;2,0000;29,9800;AREN;
DM-82-LD109;Dþinsai;vnt;17,9900;3,0000;53,9700;AREN;
DM-84-9382;Dþinsai;vnt;16,9900;2,0000;33,9800;AREN;
DM-85-A9546;Dþinsai;vnt;14,9900;6,0000;89,9400;AREN;
DM-87-7623;Dþinsai;vnt;15,9900;2,0000;31,9800;AREN;
DM-87-W9615;Dþinsai;vnt;16,9900;1,0000;16,9900;AREN;
DM-8K-511;Dþinsai;vnt;15,9900;2,0000;31,9800;AREN;
DM-8K-836;Dþinsai;vnt;15,9900;3,0000;47,9700;AREN;
DM-8K-M861;Dþinsai;vnt;15,9900;1,0000;15,9900;AREN;
DM-91-7118;Dþinsai;vnt;16,9900;1,0000;16,9900;AREN;
DM-91-7801;Dþinsai;vnt;14,9900;3,0000;44,9700;AREN;
DM-91-7803;Dþinsai;vnt;14,9900;1,0000;14,9900;AREN;
DM-91-YA01;Dþinsai;vnt;20,9900;7,0000;146,9300;AREN;
DM-91-YA03;Dþinsai;vnt;20,9900;3,0000;62,9700;AREN;
DM-91-Z1176;Dþinsai;vnt;21,9900;7,0000;153,9300;AREN;
DM-92-1555;Dþinsai;vnt;15,9900;1,0000;15,9900;AREN;
DM-92-3066;Dþinsai;vnt;21,9900;6,0000;131,9400;AREN;
DM-92-7125;Dþinsai;vnt;16,9900;1,0000;16,9900;AREN;
DM-92-CS064;Dþinsai;vnt;21,9900;4,0000;87,9600;AREN;
DM-93-K1809;Dþinsai;vnt;14,9900;1,0000;14,9900;AREN;
DM-93-LG801;Dþinsai;vnt;16,9900;6,0000;101,9400;AREN;
DM-93-LG805;Dþinsai;vnt;16,9900;8,0000;135,9200;AREN;
DM-94-1462-3;Dþinsai;vnt;21,9900;1,0000;21,9900;AREN;
DM-96-1557;Dþinsai;vnt;20,9900;2,0000;41,9800;AREN;
DM-97-1009-1;Dþinsai;vnt;17,9900;9,0000;161,9100;AREN;
DM-97-7166;Dþinsai;vnt;16,9900;4,0000;67,9600;AREN;
DM-97-DJ647;Dþinsai;vnt;21,9900;6,0000;131,9400;AREN;
DM-97-YA10;Dþinsai;vnt;19,9900;10,0000;199,9000;AREN;
DM-97-YA12;Dþinsai;vnt;19,9900;7,0000;139,9300;AREN;
DM-97-YA18;Dþinsai;vnt;19,9900;4,0000;79,9600;AREN;
DM-98-F7136;Dþinsai;vnt;16,9900;7,0000;118,9300;AREN;
DM-98-F7165;Dþinsai;vnt;16,9900;5,0000;84,9500;AREN;
DMK-93-3192;Kelnës;vnt;17,9900;1,0000;17,9900;AREN;
DMK-93-G3180;Kelnës;vnt;17,9900;3,0000;53,9700;AREN;
DMK-93-TM3120;Kelnës;vnt;17,9900;1,0000;17,9900;AREN;
DMK-96-3210RO;Kelnës;vnt;17,9900;8,0000;143,9200;AREN;
DMK-96-3212G;Kelnës;vnt;18,9900;3,0000;56,9700;AREN;
DMK-99-3189;Dþinsai;vnt;16,9900;11,0000;186,8900;AREN;
DMK-99-31891;Dþinsai;vnt;16,9900;12,0000;203,8800;AREN;
DMO-92-DT290;Dþinsai;vnt;19,9900;4,0000;79,9600;AREN;
DMO-93-DJ290;Dþinsai;vnt;18,9900;9,0000;170,9100;AREN;
DMO-94-J290;Dþinsai;vnt;18,9900;3,0000;56,9700;AREN;
DMT-80-C8175;Dþinsai;vnt;14,9900;1,0000;14,9900;AREN;
DMT-8B-8574;Dþinsai;vnt;16,9900;2,0000;33,9800;AREN;
DMT-99-5012;Dþinsai;vnt;12,9900;7,0000;90,9300;AREN;
DMT-99-5019;Dþinsai;vnt;12,9900;8,0000;103,9200;AREN;
DMT-99-5020;Dþinsai;vnt;12,9900;11,0000;142,8900;AREN;
DMT-99-D5002;Dþinsai;vnt;12,9900;9,0000;116,9100;AREN;
K-7-1-D;Kelnës;vnt;17,9900;1,0000;17,9900;AREN;
K-84-BO2;Kelnës;vnt;4,5000;2,0000;9,0000;AREN;
K-84-JST;Kelnës;vnt;2,9900;1,0000;2,9900;AREN;
K-94-TL;Kelnës;vnt;2,9900;1,0000;2,9900;AREN;
K-96-B206;Kelnës;vnt;2,9900;2,0000;5,9800;AREN;
K-97-B209;Kelnës;vnt;2,9900;5,0000;14,9500;AREN;
K-98-JUST02;Kelnës;vnt;4,9900;4,0000;19,9600;AREN;
KA-129P-C;Kelnës;vnt;12,9900;1,0000;12,9900;AREN;
KA-146-B;Kelnës;vnt;26,9900;1,0000;26,9900;AREN;
KA-146-D;Kelnës;vnt;26,9900;1,0000;26,9900;AREN;
KB-140-E;Kelnës;vnt;21,9900;1,0000;21,9900;AREN;
KB-147-B;Kelnës;vnt;23,9900;1,0000;23,9900;AREN;
KB-147-D;Kelnës;vnt;23,9900;1,0000;23,9900;AREN;
KB-147-E;Kelnës;vnt;23,9900;1,0000;23,9900;AREN;
KB-147-F;Kelnës;vnt;23,9900;1,0000;23,9900;AREN;
KB-147-G;Kelnës;vnt;23,9900;1,0000;23,9900;AREN;
KB-17-D;Kelnës;vnt;9,9900;1,0000;9,9900;AREN;
KB-702;Kombinezonas;vnt;9,9900;1,0000;9,9900;AREN;
KC-129B-C;Kelnës;vnt;19,9900;1,0000;19,9900;AREN;
KC-129B-D;Kelnës;vnt;19,9900;1,0000;19,9900;AREN;
KC-129B-E;Kelnës;vnt;19,9900;1,0000;19,9900;AREN;
KC-129B-F;Kelnës;vnt;19,9900;1,0000;19,9900;AREN;
KC-129B-H;Kelnës;vnt;19,9900;1,0000;19,9900;AREN;
KC-129B-I;Kelnës;vnt;19,9900;1,0000;19,9900;AREN;
KC-129-C;Kelnës;vnt;12,9900;2,0000;25,9800;AREN;
KC-129-D;Kelnës;vnt;12,9900;1,0000;12,9900;AREN;
KC-129-E;Kelnës;vnt;12,9900;1,0000;12,9900;AREN;
KC-129-F;Kelnës;vnt;12,9900;1,0000;12,9900;AREN;
KC-129-H;Kelnës;vnt;12,9900;1,0000;12,9900;AREN;
KC-143-B;Kelnës;vnt;22,9900;1,0000;22,9900;AREN;
KC-143-C;Kelnës;vnt;22,9900;1,0000;22,9900;AREN;
KC-143-D;Kelnës;vnt;22,9900;1,0000;22,9900;AREN;
KC-143-E;Kelnës;vnt;22,9900;1,0000;22,9900;AREN;
KC-143-F;Kelnës;vnt;22,9900;1,0000;22,9900;AREN;
KC-143-G;Kelnës;vnt;22,9900;1,0000;22,9900;AREN;
KC-148-C;Kelnës;vnt;18,9900;1,0000;18,9900;AREN;
KC-148-D;Kelnës;vnt;18,9900;1,0000;18,9900;AREN;
KC-148-E;Kelnës;vnt;18,9900;1,0000;18,9900;AREN;
KC-148-F;Kelnës;vnt;18,9900;1,0000;18,9900;AREN;
KJ-KAPR-1;Kojinës;vnt;0,2800;12,0000;3,3600;AREN;
KJM-L-D3277;Kojinës;vnt;0,4500;171,0000;76,9500;AREN;
KJM-L-JST;Kojinës;vnt;0,4500;78,0000;35,1000;AREN;
KJM-L-KN;Kojinës;vnt;0,4000;31,0000;12,4000;AREN;
KJM-L-M3278;Kojinës;vnt;0,4500;180,0000;81,0000;AREN;
KJM-T-D3273;Kojinës;vnt;0,4000;99,0000;39,6000;AREN;
KJM-T-JST;Kojinës;vnt;0,4000;129,0000;51,6000;AREN;
KJVK-JST;"Vaik. kojinës";vnt;0,4500;78,0000;35,1000;AREN;
KJV-L-D3275;"Vyr. kojinës";vnt;0,4500;75,0000;33,7500;AREN;
KJV-L-JST;"Vyr. kojinës";vnt;0,4500;141,0000;63,4500;AREN;
KJV-L-KN;"Vyr. kojinës";vnt;0,4000;206,0000;82,4000;AREN;
KJV-L-M3276;"Vyr. kojinës";vnt;0,4500;75,0000;33,7500;AREN;
KJV-L-RATK;"Vyr. kojinës";vnt;0,4500;92,0000;41,4000;AREN;
KJV-T-JST;"Vyr. kojinës";vnt;0,4000;99,0000;39,6000;AREN;
KJV-T-M3272;"Vyr. kojinës";vnt;0,4000;4,0000;1,6000;AREN;
KJV-T-SHUOG;"Vyr. kojinës";vnt;0,4000;182,0000;72,8000;AREN;
KLFG-B536;Kelnaitës;vnt;3,0000;1,0000;3,0000;AREN;
KLFG-D0495;Kelnaitës;vnt;4,0000;3,0000;12,0000;AREN;
KLJ1-B127;Kelnaitës;vnt;0,8000;1,0000;0,8000;AREN;
KLJ1-B1713;Kelnaitës;vnt;0,8000;22,0000;17,6000;AREN;
KLJ1-B1728;Kelnaitës;vnt;0,8000;23,0000;18,4000;AREN;
KLJ1-B17712;Kelnaitës;vnt;0,8000;23,0000;18,4000;AREN;
KLJ1-B203;Kelnaitës;vnt;0,8000;3,0000;2,4000;AREN;
KLJ1-B208;Kelnaitës;vnt;0,8000;24,0000;19,2000;AREN;
KLJ1-B3075;Kelnaitës;vnt;0,8000;18,0000;14,4000;AREN;
KLJ1-B31738;Kelnaitës;vnt;0,8000;1,0000;0,8000;AREN;
KLJ1-B558;Kelnaitës;vnt;0,8000;1,0000;0,8000;AREN;
KLJ1-B5664;Kelnaitës;vnt;0,8000;3,0000;2,4000;AREN;
KLJ1-B5667;Kelnaitës;vnt;0,8000;24,0000;19,2000;AREN;
KLJ1-B6048;Kelnaitës;vnt;0,8000;12,0000;9,6000;AREN;
KLJ1-B61711;Kelnaitës;vnt;0,8000;17,0000;13,6000;AREN;
KLJ1-CHGR1P;Kelnaitës;vnt;0,8000;46,0000;36,8000;AREN;
KLJ1-CHGR1S;Kelnaitës;vnt;0,8000;44,0000;35,2000;AREN;
KLJ1-D3358;Kelnaitës;vnt;0,8000;25,0000;20,0000;AREN;
KLJ1-KL321;Kelnaitës;vnt;0,8000;1,0000;0,8000;AREN;
KLJ1-LILI;Kelnaitës;vnt;0,8000;36,0000;28,8000;AREN;
KLJ2-B1732;Kelnaitës;vnt;1,2000;14,0000;16,8000;AREN;
KLJ2-B1877;Kelnaitës;vnt;1,2000;2,0000;2,4000;AREN;
KLJ2-B20932;Kelnaitës;vnt;1,2000;17,0000;20,4000;AREN;
KLJ2-B21012;Kelnaitës;vnt;1,2000;24,0000;28,8000;AREN;
KLJ2-B3004;Kelnaitës;vnt;1,2000;21,0000;25,2000;AREN;
KLJ2-B317202;Kelnaitës;vnt;1,2000;19,0000;22,8000;AREN;
KLJ2-B31739;Kelnaitës;vnt;1,2000;22,0000;26,4000;AREN;
KLJ2-B6065;Kelnaitës;vnt;1,0000;8,0000;8,0000;AREN;
KLJ2-B9902;Kelnaitës;vnt;1,2000;19,0000;22,8000;AREN;
KLJ2-D3005;Kelnaitës;vnt;1,0000;1,0000;1,0000;AREN;
KLJ4-B1856;Kelnaitës;vnt;1,7000;17,0000;28,9000;AREN;
KLJ4-B1866;Kelnaitës;vnt;1,5000;20,0000;30,0000;AREN;
KLJ4-B2105;Kelnaitës;vnt;1,5000;21,0000;31,5000;AREN;
KLJ4-B2311;Kelnaitës;vnt;1,5000;2,0000;3,0000;AREN;
KLJ4-B234;Kelnaitës;vnt;1,5000;24,0000;36,0000;AREN;
KLJ4-B2399;Kelnaitës;vnt;1,7000;18,0000;30,6000;AREN;
KLJ4-B26721;Kelnaitës;vnt;1,5000;16,0000;24,0000;AREN;
KLJ4-B348;Kelnaitës;vnt;1,5000;24,0000;36,0000;AREN;
KLJ4-B4911;Kelnaitës;vnt;1,5000;6,0000;9,0000;AREN;
KLJ4-B588;Kelnaitës;vnt;1,5000;7,0000;10,5000;AREN;
KLJ4-B6030;Kelnaitës;vnt;1,5000;16,0000;24,0000;AREN;
KLJ4-B61806;Kelnaitës;vnt;1,5000;8,0000;12,0000;AREN;
KLJ4-B7703;Kelnaitës;vnt;1,7000;24,0000;40,8000;AREN;
KLJ4-B809;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLJ4-B8128;Kelnaitës;vnt;1,7000;2,0000;3,4000;AREN;
KLJ4-B835;Kelnaitës;vnt;1,5000;10,0000;15,0000;AREN;
KLJ4-B874;Kelnaitës;vnt;1,5000;22,0000;33,0000;AREN;
KLJ4-B9238;Kelnaitës;vnt;1,7000;2,0000;3,4000;AREN;
KLJ4-BA0108;Kelnaitës;vnt;1,7000;11,0000;18,7000;AREN;
KLJ4-BA07;Kelnaitës;vnt;1,5000;20,0000;30,0000;AREN;
KLJ4-BKLM;Kelnaitës;vnt;1,5000;8,0000;12,0000;AREN;
KLJ4-D24362;Kelnaitës;vnt;1,5000;4,0000;6,0000;AREN;
KLJ4-D2530;Kelnaitës;vnt;1,5000;3,0000;4,5000;AREN;
KLJ4-D2887;Kelnaitës;vnt;1,5000;3,0000;4,5000;AREN;
KLJ4-D2915;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLJ4-D6395;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLJ4-DRS003;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLJ5-B1068;Kelnaitës;vnt;1,7000;15,0000;25,5000;AREN;
KLJ5-B201;Kelnaitës;vnt;2,0000;15,0000;30,0000;AREN;
KLJ5-B8687;Kelnaitës;vnt;2,0000;6,0000;12,0000;AREN;
KLJ5-D201-3;Kelnaitës;vnt;2,5000;4,0000;10,0000;AREN;
KLJ5-D46018;Kelnaitës;vnt;2,0000;2,0000;4,0000;AREN;
KLJ5-D731;Kelnaitës;vnt;2,5000;9,0000;22,5000;AREN;
KLJ5-D776;Kelnaitës;vnt;2,5000;4,0000;10,0000;AREN;
KLJ5-DF924;Kelnaitës;vnt;2,0000;1,0000;2,0000;AREN;
KLJ5-K8801;Kelnaitës;vnt;4,5000;12,0000;54,0000;AREN;
KLJ-D6417;Kelnaitës;vnt;1,5000;3,0000;4,5000;AREN;
KLJ-LATMEGU;Kelnaitës;vnt;2,0000;13,0000;26,0000;AREN;
KLM1-K3906;Kelnaitës;vnt;0,8000;17,0000;13,6000;AREN;
KLM1-K3913;Kelnaitës;vnt;0,8000;24,0000;19,2000;AREN;
KLM1-K4213;Kelnaitës;vnt;0,8000;24,0000;19,2000;AREN;
KLM1-K42502;Kelnaitës;vnt;0,8000;12,0000;9,6000;AREN;
KLM1-K42508;Kelnaitës;vnt;0,8000;24,0000;19,2000;AREN;
KLM1-K42510;Kelnaitës;vnt;0,8000;12,0000;9,6000;AREN;
KLM1-K42512;Kelnaitës;vnt;0,8000;7,0000;5,6000;AREN;
KLM1-K42513;Kelnaitës;vnt;0,8000;9,0000;7,2000;AREN;
KLM1-K42515;Kelnaitës;vnt;0,8000;36,0000;28,8000;AREN;
KLM1-K4403;Kelnaitës;vnt;0,8000;24,0000;19,2000;AREN;
KLM1-KA03-1;Kelnaitës;vnt;0,8000;12,0000;9,6000;AREN;
KLM1-KLONG;Kelnaitës;vnt;0,8000;12,0000;9,6000;AREN;
KLM2-3114;Kelnaitës;vnt;1,0000;9,0000;9,0000;AREN;
KLM2-B7835;Kelnaitës;vnt;1,2000;21,0000;25,2000;AREN;
KLM2-D1050;Kelnaitës;vnt;1,0000;3,0000;3,0000;AREN;
KLM2-D3118;Kelnaitës;vnt;1,0000;10,0000;10,0000;AREN;
KLM2-D3119;Kelnaitës;vnt;1,2000;44,0000;52,8000;AREN;
KLM2-D3913;Kelnaitës;vnt;1,0000;24,0000;24,0000;AREN;
KLM2-D3921;Kelnaitës;vnt;1,0000;9,0000;9,0000;AREN;
KLM3-K9086;Kelnaitës;vnt;1,2000;5,0000;6,0000;AREN;
KLM4-B1001;Kelnaitës;vnt;1,5000;13,0000;19,5000;AREN;
KLM4-B240;Kelnaitës;vnt;1,5000;24,0000;36,0000;AREN;
KLM4-B3005;Kelnaitës;vnt;1,7000;1,0000;1,7000;AREN;
KLM4-B3842;Kelnaitës;vnt;1,5000;18,0000;27,0000;AREN;
KLM4-B6631;Kelnaitës;vnt;1,5000;24,0000;36,0000;AREN;
KLM4-B692;Kelnaitës;vnt;1,7000;24,0000;40,8000;AREN;
KLM4-B7712;Kelnaitës;vnt;1,7000;23,0000;39,1000;AREN;
KLM4-B9001;Kelnaitës;vnt;1,5000;6,0000;9,0000;AREN;
KLM4-B9009;Kelnaitës;vnt;1,7000;1,0000;1,7000;AREN;
KLM4-B9048;Kelnaitës;vnt;1,5000;6,0000;9,0000;AREN;
KLM4-B9809;Kelnaitës;vnt;1,5000;22,0000;33,0000;AREN;
KLM4-CHGR7P;Kelnaitës;vnt;1,5000;45,0000;67,5000;AREN;
KLM4-CHGR7S;Kelnaitës;vnt;1,5000;47,0000;70,5000;AREN;
KLM4-CHGR8P;Kelnaitës;vnt;1,5000;39,0000;58,5000;AREN;
KLM4-CHGR8S;Kelnaitës;vnt;1,5000;44,0000;66,0000;AREN;
KLM4-D1011;Kelnaitës;vnt;1,5000;2,0000;3,0000;AREN;
KLM4-D1537;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLM4-D2113;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLM4-D2890;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLM4-D307;Kelnaitës;vnt;1,5000;21,0000;31,5000;AREN;
KLM4-D5409;Kelnaitës;vnt;1,5000;2,0000;3,0000;AREN;
KLM4-D5412;Kelnaitës;vnt;1,5000;4,0000;6,0000;AREN;
KLM4-D5481;Kelnaitës;vnt;1,5000;3,0000;4,5000;AREN;
KLM4-D9812;Kelnaitës;vnt;1,5000;8,0000;12,0000;AREN;
KLM4-K464;Kelnaitës;vnt;1,5000;20,0000;30,0000;AREN;
KLM4-K6558;Kelnaitës;vnt;1,5000;2,0000;3,0000;AREN;
KLM4-K7040;Kelnaitës;vnt;1,7000;5,0000;8,5000;AREN;
KLM4-K9959;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLM5-B5532;Kelnaitës;vnt;2,0000;27,0000;54,0000;AREN;
KLM5-BLJ454;Kelnaitës;vnt;2,5000;12,0000;30,0000;AREN;
KLM5-BLJ455;Kelnaitës;vnt;2,5000;9,0000;22,5000;AREN;
KLM5-BLJ585;Kelnaitës;vnt;2,0000;9,0000;18,0000;AREN;
KLM5-BLJ586;Kelnaitës;vnt;2,0000;8,0000;16,0000;AREN;
KLM5-BLK454;Kelnaitës;vnt;2,5000;12,0000;30,0000;AREN;
KLM5-BLK455;Kelnaitës;vnt;2,5000;9,0000;22,5000;AREN;
KLM5-BLM585;Kelnaitës;vnt;2,0000;12,0000;24,0000;AREN;
KLM5-BLM586;Kelnaitës;vnt;2,0000;34,0000;68,0000;AREN;
KLM5-D4882;Kelnaitës;vnt;2,0000;12,0000;24,0000;AREN;
KLM5-D549;Kelnaitës;vnt;2,0000;8,0000;16,0000;AREN;
KLM5-D5549;Kelnaitës;vnt;2,0000;1,0000;2,0000;AREN;
KLM5-DF1221;Kelnaitës;vnt;2,5000;1,0000;2,5000;AREN;
KLM5-DTD21;Kelnaitës;vnt;2,0000;3,0000;6,0000;AREN;
KLST-B31834;Kelnaitës;vnt;1,5000;18,0000;27,0000;AREN;
KLST-B7001;Kelnaitës;vnt;1,5000;34,0000;51,0000;AREN;
KLST-B7704;Kelnaitës;vnt;1,5000;23,0000;34,5000;AREN;
KLST-B80007;Kelnaitës;vnt;1,5000;3,0000;4,5000;AREN;
KLST-B80008;Kelnaitës;vnt;1,5000;1,0000;1,5000;AREN;
KLST-B8008;Kelnaitës;vnt;1,5000;7,0000;10,5000;AREN;
KLST-B82011;Kelnaitës;vnt;1,5000;18,0000;27,0000;AREN;
KLST-D1712;Kelnaitës;vnt;1,5000;7,0000;10,5000;AREN;
KLST-D201;Kelnaitës;vnt;2,0000;1,0000;2,0000;AREN;
KLST-D61219;Kelnaitës;vnt;2,0000;1,0000;2,0000;AREN;
KLV1-DREAM;"Vyr. kelnaitës";vnt;2,0000;51,0000;102,0000;AREN;
KLV1-K-FATFI;"Vyr. kelnaitës";vnt;2,0000;129,0000;258,0000;AREN;
KLV2-K333;"Vyr. kelnaitës";vnt;3,0000;12,0000;36,0000;AREN;
KLV2-K426;"Vyr. kelnaitës";vnt;3,0000;17,0000;51,0000;AREN;
KLV2-K428;"Vyr. kelnaitës";vnt;3,0000;18,0000;54,0000;AREN;
KLV2-K514;"Vyr. kelnaitës";vnt;3,5000;1,0000;3,5000;AREN;
KLV2-K515;"Vyr. kelnaitës";vnt;3,5000;8,0000;28,0000;AREN;
KLV2-K526;"Vyr. kelnaitës";vnt;3,5000;5,0000;17,5000;AREN;
KLV2-K88137;"Vyr. kelnaitës";vnt;3,0000;16,0000;48,0000;AREN;
KLV2-TOUCH;"Vyr. kelnaitës";vnt;3,0000;12,0000;36,0000;AREN;
KLVD-B2232;"Vyr. kelnaitës";vnt;2,0000;12,0000;24,0000;AREN;
KLVD-B3301;"Vyr. kelnaitës";vnt;2,0000;12,0000;24,0000;AREN;
KLVD-D3301;"Vyr. kelnaitës";vnt;2,0000;11,0000;22,0000;AREN;
KLVD-DREAM;"Vyr. kelnaitës";vnt;2,0000;22,0000;44,0000;AREN;
KLV-DTMN;"Vyr. kelnaitës";vnt;2,0000;1,0000;2,0000;AREN;
K-P-185198;Kelnës;vnt;30,9900;3,0000;92,9700;AREN;
KQ-143-E;Kelnës;vnt;26,9900;1,0000;26,9900;AREN;
KQ-143-F;Kelnës;vnt;26,9900;2,0000;53,9800;AREN;
KQ-17-I;Kelnës;vnt;15,9900;1,0000;15,9900;AREN;
LMA-D002;Liemenëlë;vnt;3,5000;4,0000;14,0000;AREN;
LMA-D5569;Liemenëlë;vnt;3,5000;1,0000;3,5000;AREN;
LMA-D6636;Liemenëlë;vnt;3,5000;6,0000;21,0000;AREN;
LMA-D6637;Liemenëlë;vnt;3,5000;5,0000;17,5000;AREN;
LMA-D6638;Liemenëlë;vnt;3,5000;1,0000;3,5000;AREN;
LMA-D6639;Liemenëlë;vnt;3,5000;6,0000;21,0000;AREN;
LMA-D905;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMA-D933;Liemenëlë;vnt;3,5000;7,0000;24,5000;AREN;
LMA-D9806;Liemenëlë;vnt;3,5000;2,0000;7,0000;AREN;
LMA-K1653;Liemenëlë;vnt;4,0000;11,0000;44,0000;AREN;
LMA-K8311;Liemenëlë;vnt;5,5000;15,0000;82,5000;AREN;
LMB-191-D;Liemenë;vnt;19,9900;1,0000;19,9900;AREN;
LMB-191-E;Liemenë;vnt;19,9900;1,0000;19,9900;AREN;
LMB-191K-B;Liemenë;vnt;28,9900;1,0000;28,9900;AREN;
LMB-191K-C;Liemenë;vnt;28,9900;1,0000;28,9900;AREN;
LMB-191K-D;Liemenë;vnt;28,9900;1,0000;28,9900;AREN;
LMB-191K-E;Liemenë;vnt;28,9900;1,0000;28,9900;AREN;
LMB-191K-F;Liemenë;vnt;28,9900;1,0000;28,9900;AREN;
LMB-191K-G;Liemenë;vnt;28,9900;1,0000;28,9900;AREN;
LMB-193-B;Liemenë;vnt;34,9900;1,0000;34,9900;AREN;
LMB-193-D;Liemenë;vnt;34,9900;1,0000;34,9900;AREN;
LMB-193-E;Liemenë;vnt;34,9900;1,0000;34,9900;AREN;
LMB-195-E;Liemenë;vnt;38,9900;1,0000;38,9900;AREN;
LMB-195-F;Liemenë;vnt;38,9900;1,0000;38,9900;AREN;
LMB-B2007;Liemenëlë;vnt;4,0000;12,0000;48,0000;AREN;
LMB-B6403;Liemenëlë;vnt;4,0000;7,0000;28,0000;AREN;
LMB-B8758;Liemenëlë;vnt;4,5000;5,0000;22,5000;AREN;
LMB-BA203;Liemenëlë;vnt;4,0000;4,0000;16,0000;AREN;
LMB-BLJ620;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LMB-BLJ8840;Liemenëlë;vnt;5,0000;4,0000;20,0000;AREN;
LMB-BLK620;Liemenëlë;vnt;5,0000;5,0000;25,0000;AREN;
LMB-BLK8840;Liemenëlë;vnt;5,0000;1,0000;5,0000;AREN;
LMB-BLM620;Liemenëlë;vnt;5,0000;6,0000;30,0000;AREN;
LMB-BLM8840;Liemenëlë;vnt;5,0000;6,0000;30,0000;AREN;
LMB-D1556;Liemenëlë;vnt;6,0000;4,0000;24,0000;AREN;
LMB-D208;Liemenëlë;vnt;3,5000;1,0000;3,5000;AREN;
LMB-D2206;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMB-D3826;Liemenëlë;vnt;5,5000;2,0000;11,0000;AREN;
LMB-D870;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMB-DK101;Liemenëlë;vnt;5,5000;7,0000;38,5000;AREN;
LMB-K001;Liemenëlë;vnt;8,0000;6,0000;48,0000;AREN;
LMB-K1787;Liemenëlë;vnt;4,0000;3,0000;12,0000;AREN;
LMB-K2018;Liemenëlë;vnt;5,5000;8,0000;44,0000;AREN;
LMB-K204;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMB-K3312;Liemenëlë;vnt;4,5000;2,0000;9,0000;AREN;
LMB-K3600;Liemenëlë;vnt;5,0000;8,0000;40,0000;AREN;
LMB-K5223;Liemenëlë;vnt;5,0000;3,0000;15,0000;AREN;
LMB-K6688;Liemenëlë;vnt;4,5000;8,0000;36,0000;AREN;
LMB-K9792;Liemenëlë;vnt;5,0000;3,0000;15,0000;AREN;
LMC-B1003;Liemenëlë;vnt;4,5000;3,0000;13,5000;AREN;
LMC-B1004;Liemenëlë;vnt;4,5000;4,0000;18,0000;AREN;
LMC-B1374;Liemenëlë;vnt;4,5000;12,0000;54,0000;AREN;
LMC-B2206;Liemenëlë;vnt;4,5000;2,0000;9,0000;AREN;
LMC-B2264;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMC-B5554;Liemenëlë;vnt;4,0000;12,0000;48,0000;AREN;
LMC-B7040;Liemenëlë;vnt;4,5000;6,0000;27,0000;AREN;
LMC-B7668;Liemenëlë;vnt;4,5000;3,0000;13,5000;AREN;
LMC-B773;Liemenëlë;vnt;4,5000;2,0000;9,0000;AREN;
LMC-B793;Liemenëlë;vnt;5,5000;7,0000;38,5000;AREN;
LMC-B8014;Liemenëlë;vnt;6,0000;9,0000;54,0000;AREN;
LMC-B8220;Liemenëlë;vnt;4,5000;12,0000;54,0000;AREN;
LMC-B8225;Liemenëlë;vnt;4,5000;1,0000;4,5000;AREN;
LMC-B8237;Liemenëlë;vnt;4,0000;7,0000;28,0000;AREN;
LMC-B8361;Liemenëlë;vnt;4,0000;4,0000;16,0000;AREN;
LMC-B8367;Liemenëlë;vnt;4,0000;1,0000;4,0000;AREN;
LMC-B8369;Liemenëlë;vnt;4,0000;9,0000;36,0000;AREN;
LMC-B8382;Liemenëlë;vnt;4,0000;4,0000;16,0000;AREN;
LMC-BB2007;Liemenëlë;vnt;4,0000;12,0000;48,0000;AREN;
